Constant,Scope,Value,Default Value
POLICY_MANAGEMENT$CREATE_POLICY,UI,צור מדיניות,Create policy
POLICY_MANAGEMENT$EDIT_POLICY,UI,ערוך מדיניות,Edit policy
POLICY_MANAGEMENT$GDPR_ARTICLES,UI,מאמרי GDPR,GDPR articles
POLICY_MANAGEMENT$POLICY,UI,מדיניות,Policy
POLICY_MANAGEMENT$TITLE,UI,ניהול מדיניות,Policy management
PROCESSES$BUSINESS_UNIT_OWNS,UI,היחידה העסקית מחזיקה בבעלותה,Business unit owns
PROCESSES$CREATE_PROCESS,UI,צור תהליך,Create process
PROCESSES$EDIT_PROCESS,UI,ערוך את התהליך,Edit process
PROCESSES$PROCESS,UI,תהליך,Process
PROCESSES$REVENUE_PROCESSED,UI,הכנסות מעובדות,Revenue processed
PROCESSES$SEARCH_BY_PROCESS,UI,חיפוש לפי תהליך,Search by process
PROCESSES$TITLE,UI,תהליכים,Processes
PROCESSES$USES_BUSINESS_UNITS,UI,משתמש ביחידות עסקיות,Uses business units
PROFILE$PROFILE,UI,פרופיל,Profile
PROFILE$TITLE,UI,ערוך פרופיל,Edit profile
REASSIGN$REASSIGN,UI,הקצה מחדש,Reassign
REASSIGN$REASSIGN_OWNER,UI,הקצה מחדש את הבעלים,Reassign owner
REASSIGN$REASSIGN_QUESTIONS,UI,הקצה מחדש שאלות,Reassign questions
REGULATORY_EXPOSURES$ORGANIZATION_REVENUE,UI,הכנסות הארגון,Organization revenue
REGULATORY_EXPOSURES$TITLE,UI,חשיפות רגולטוריות,Regulatory exposures
RISK_METRICS$CREATE_METRIC,UI,צור מדד סיכון,Create risk metric
RISK_METRICS$EDIT_METRIC,UI,ערוך מדד סיכון,Edit risk metric
RISK_METRICS$IS_RESIDUAL,UI,השתמש בערך כסיכון מובנה,Use metric as Inherent Risk
RISK_METRICS$RISK_METRIC,UI,מדד סיכון,Risk metric
RISK_METRICS$TITLE,UI,מדדי סיכון,Risk metrics
RISK_MODEL$CHANGE_MODEL,UI,שנה מודל,Change model
RISK_MODEL$DIALOG_TITLE,UI,בחר דגם,Select model
RISK_MODEL$TITLE,UI,מודל סיכון,Risk model
SCORING_METRICS$CREATE_METRIC,UI,צור ערך ניקוד,Create scoring metric
SCORING_METRICS$EDIT_METRIC,UI,ערוך מדד ניקוד,Edit scoring metric
SCORING_METRICS$METRIC_DOMAIN,UI,תחום מטרי,Metric domain
SCORING_METRICS$METRIC_DOMAIN_REQUIRED,UI,תחום מטרי נדרש,Metric domain is required
SCORING_METRICS$METRIC_REQUIRED,UI,נדרש מטרי,Metric is required
SCORING_METRICS$SCORING_METRIC,UI,ציון מדד,Scoring metric
SCORING_METRICS$TITLE,UI,ציון מדדים,Scoring metrics
SCORING_QUESTIONS$ALLOW_TEXT_AS_ANSWER,UI,אפשר טקסט כתשובה,Allow Text As Answer
SCORING_QUESTIONS$ALLOW_UPLOAD_AS_ANSWER,UI,העלה תשובות,Upload answers
SCORING_QUESTIONS$ALL_VENDORS_AND_SYSTEMS,UI,כל הספקים / המערכות,All vendors/systems
SCORING_QUESTIONS$ANSWER,UI,תשובה,Answer
SCORING_QUESTIONS$ANSWER_REQUIRED,UI,תשובה נדרשת,Answer is required
SCORING_QUESTIONS$ANSWERS,UI,תשובות,Answers
SCORING_QUESTIONS$ANSWER_TEXT,UI,טקסט תשובה,Answer text
SCORING_QUESTIONS$ANSWER_WEIGHT,UI,תשובה במשקל,Answer weight
SCORING_QUESTIONS$APPLIES_ONLY_FOR,UI,חל רק עבור,Applies only for:
SCORING_QUESTIONS$BRANCHING_LOGIC,UI,היגיון הסתעפות,Branching logic
SCORING_QUESTIONS$CREATE_QUESTION,UI,ליצור תשובה,Create question
SCORING_QUESTIONS$DOWNLOAD_ANSWERS_AS_CSV,UI,הורד תשובות כ- CSV,Download answers as CSV
SCORING_QUESTIONS$EDIT_QUESTION,UI,ערוך שאלה,Edit question
SCORING_QUESTIONS$INTERNAL,UI,פנימי,Internal
SCORING_QUESTIONS$QUESTION,UI,שאלה,Question
SCORING_QUESTIONS$QUESTION_REQUIRED,UI,השאלה נדרשת,Question is required
SCORING_QUESTIONS$QUESTION_TYPE,UI,סוג שאלה,Question type
SCORING_QUESTIONS$QUESTION_WEIGHT,UI,משקל שאלה,Question weight
SCORING_QUESTIONS$QUESTION_WEIGHT_REQUIRED,UI,משקל השאלה נדרש,Question weight is required
SCORING_QUESTIONS$SCORING_TYPE,UI,סוג ניקוד,Scoring type
SCORING_QUESTIONS$SCORING_TYPE_REQUIRED,UI,נדרש סוג ניקוד,Scoring type is required
SCORING_QUESTIONS$SELECT_ANSWER,UI,בחר תשובה,Select answer
SCORING_QUESTIONS$TITLE,UI,ציון שאלות,Scoring questions
SECURITY_FRAMEWORKS$CREATE_FRAMEWORK,UI,צור מסגרת,Create framework
SECURITY_FRAMEWORKS$EDIT_FRAMEWORK,UI,ערוך מסגרת,Edit framework
SECURITY_FRAMEWORKS$SECURITY_FRAMEWORK,UI,מסגרת אבטחה,Security framework
SECURITY_FRAMEWORKS$SECURITY_FRAMEWORK_REQUIRED,UI,נדרשת מסגרת אבטחה,Security framework is required
SECURITY_FRAMEWORKS$TITLE,UI,מסגרות אבטחה,Security frameworks
SECURITY_REQUIREMENTS$ADD_FRAMEWORK,UI,הוסף מסגרת אבטחה,Add security framework
SECURITY_REQUIREMENTS$ALL_REQUIREMENTS,UI,כל הדרישות,All requirements
SECURITY_REQUIREMENTS$CONTROL_TESTING_PROCEDURE,UI,הליך בדיקת בקרה מפורט,Detailed control testing procedure
SECURITY_REQUIREMENTS$CREATE_REQUIREMENT,UI,צור דרישה,Create requirement
SECURITY_REQUIREMENTS$EDIT_REQUIREMENT,UI,ערוך דרישה,Edit requirement
SECURITY_REQUIREMENTS$FRAMEWORK_MAPPING,UI,מיפוי מסגרת,Framework mapping
SECURITY_REQUIREMENTS$PROGRAM_AREA,UI,אזור התוכנית,Program Area
SECURITY_REQUIREMENTS$RISK_STATEMENTS,UI,דוגמאות להצהרת סיכונים,Risk statement examples
SECURITY_REQUIREMENTS$SEARCH_BY_CODE,UI,חפש לפי קוד,Search by code
SECURITY_REQUIREMENTS$SEARCH_BY_REQUIREMENT,UI,חיפוש לפי דרישה,Search by requirement
SECURITY_REQUIREMENTS$SECURITY_CONTROL_FAMILY,UI,משפחת בקרת ביטחון,Security control family
SECURITY_REQUIREMENTS$SECURITY_CONTROL_NAME,UI,שם בקרת אבטחה,Security control name
SECURITY_REQUIREMENTS$SECURITY_REQUIREMENT,UI,דרישת אבטחה,Security requirement
SECURITY_REQUIREMENTS$SECURITY_REQUIREMENT_COLON,UI,דרישת אבטחה:,Security requirement:
SECURITY_REQUIREMENTS$TITLE,UI,דרישות אבטחה,Security requirements
SECURITY_TOOLS$CREATE_TOOL,UI,צור כלי אבטחה,Create security tool
SECURITY_TOOLS$EDIT_TOOL,UI,ערוך את כלי האבטחה,Edit security tool
SECURITY_TOOLS$RISK_REDUCTION,UI,הפחתת סיכון,Risk reduction
SECURITY_TOOLS$RISK_REDUCTION_PERCENTAGES,UI,"הפחתת סיכון, %","Risk reduction, %"
SECURITY_TOOLS$SEARCH_BY_SECURITY_TOOL,UI,חיפוש לפי כלי אבטחה,Search by security tool
SECURITY_TOOLS$SECURITY_TOOL,UI,כלי אבטחה,Security tool
SECURITY_TOOLS$SECURITY_TOOL_REQUIRED,UI,נדרש כלי אבטחה,Security tool is required
SECURITY_TOOLS$TITLE,UI,כלי אבטחה,Security tools
SECURITY_TOOLS$TOOL_PRICE,UI,מחיר כלי,Tool price
SETTINGS$TITLE,UI,הגדרות,Settings
SIGN_UP$DESCRIPTION,UI,"מצטערים, אך פונקציונליות זו אינה זמינה כרגע ...","Sorry, but this functionality currently unavailable..."
SUBSIDIARY_ORGANIZATIONS$CREATE_SUBSIDIARY,UI,צור חברה בת,Create subsidiary
SUBSIDIARY_ORGANIZATIONS$EDIT_SUBSIDIARY,UI,ערוך חברת בת,Edit subsidiary
SUBSIDIARY_ORGANIZATIONS$PARENT,UI,הורה,
SUBSIDIARY_ORGANIZATIONS$SUBSIDIARY,UI,ארגוני בת,Subsidiary
SUBSIDIARY_ORGANIZATIONS$TITLE,UI,ארגוני בת,Subsidiary organizations
SYSTEM_CONTROL_TEST_RESULTS$CONTROL_TEST_RESULT,UI,תוצאת בדיקת בקרת המערכת,System control test result
SYSTEM_CONTROL_TEST_RESULTS$DRILLDOWN,UI,בדיקת תוצאות בדיקת בקרת מערכת עבור מערכת {0},System control test results drilldown for {0} system
SYSTEM_CONTROL_TEST_RESULTS$EDIT_RESULT,UI,ערוך את תוצאות בדיקת בקרת המערכת,Edit system control test result
SYSTEM_CONTROL_TEST_RESULTS$TITLE,UI,תוצאות בדיקת בקרת מערכת,System control test results
SYSTEM_RISK_REDUCTION$TITLE,UI,הפחתת סיכוני מערכת,System risk reduction
SYSTEMS$ALL_SYSTEMS,UI,כל המערכות,All systems
SYSTEMS$CREATE_SYSTEM,UI,צור מערכת,Create system
SYSTEMS$CYBER_SECURITY_TOOLS,UI,כלי אבטחת סייבר,Cyber security tools
SYSTEMS$EDIT_SYSTEM,UI,ערוך מערכת,Edit system
SYSTEMS$IS_ETL,UI,האם ETL?,Is ETL?
SYSTEMS$M_AND_A_ASSET,UI,M & A נכס,M & A asset
SYSTEMS$RECORDS_PROCESSED,UI,רשומות שעובדו,Records Processed
SYSTEMS$RPO,UI,מטרת נקודת התאוששות,RPO
SYSTEMS$RTO,UI,יעד התאוששות,RTO
SYSTEMS$SEARCH_BY_SYSTEM,UI,חיפוש לפי מערכת,Search by system
SYSTEMS$SYSTEM,UI,מערכת,System
SYSTEMS$TITLE,UI,מערכות,Systems
TASKS$ACTUAL_END_DATE,UI,תאריך סיום בפועל,Actual end date
TASKS$ACTUAL_END_DATE_COLON,UI,תאריך סיום בפועל:,Actual end date:
TASKS$ACTUAL_START_DATE,UI,תאריך התחלה בפועל,Actual start date
TASKS$ACTUAL_START_DATE_COLON,UI,תאריך התחלה בפועל:,Actual start date:
TASKS$ASSIGNEE,UI,מקבל המשימה,Task assignee
TASKS$CATEGORY,UI,קטגוריית המשימות,Task category
TASKS$CATEGORY_PLACEHOLDER,UI,צור / בחר קטגוריה,Create/select category
TASKS$CREATE_TASK,UI,צור משימה,Create task
TASKS$EDIT_TASK,UI,ערוך משימה,Edit task
TASKS$ESTIMATED_END_DATE,UI,תאריך סיום משוער,Estimated end date
TASKS$ESTIMATED_END_DATE_COLON,UI,תאריך סיום משוער:,Estimated end date:
TASKS$ESTIMATED_HOURS,UI,שעות משוערות,Estimated hours
TASKS$ESTIMATED_HOURS_COLON,UI,שעות משוערות:,Estimated hours:
TASKS$ESTIMATED_START_DATE,UI,תאריך התחלה משוער,Estimated start date
TASKS$ESTIMATED_START_DATE_COLON,UI,תאריך התחלה משוער:,Estimated start date:
TASKS$MANAGER,UI,מנהל משימות,Task manager
TASKS$PRIORITY,UI,עדיפות,Priority
TASKS$PROJECT,UI,פרויקט,Project
TASKS$PROJECT_PLACEHOLDER,UI,צור / בחר פרויקט,Create/select project
TASKS$STATUS_PERCENTAGES,UI,"סטטוס,%","Status, %"
TASKS$TASK,UI,משימה,Task
TASKS$TASK_REQUIRED,UI,המשימה נדרשת,Task is required
TASKS$TITLE,UI,משימות,Tasks
TECHNOLOGIES$CREATE_TECHNOLOGY,UI,צור טכנולוגיה,Create technology
TECHNOLOGIES$EDIT_TECHNOLOGY,UI,ערוך טכנולוגיה,Edit technology
TECHNOLOGIES$TECHNOLOGY,UI,טכנולוגיה,Technology
TECHNOLOGIES$TITLE,UI,טכנולוגיות,Technologies
TECHNOLOGY_CATEGORIES$CREATE_TECHNOLOGY_CATEGORY,UI,צור קטגוריית טכנולוגיה,Create technology category
TECHNOLOGY_CATEGORIES$EDIT_TECHNOLOGY_CATEGORY,UI,ערוך קטגוריית טכנולוגיה,Edit technology category
TECHNOLOGY_CATEGORIES$TECHNOLOGY_CATEGORY,UI,קטגוריה טכנולוגית,Technology category
TECHNOLOGY_CATEGORIES$TECHNOLOGY_CATEGORY_REQUIRED,UI,נדרשת קטגוריית טכנולוגיה,Technology category is required
TECHNOLOGY_CATEGORIES$TITLE,UI,קטגוריות טכנולוגיות,Technology categories
USERS$CONFIRM_RESET_PASSWORD,UI,אשר את סיסמת האיפוס,Confirm reset password
USERS$CORPORATE_PHONE,UI,טלפון ארגוני,Corporate phone
USERS$CREATE_USER,UI,צור משתמש,Create user
USERS$CREDENTIALS_EXPIRATION_DATE,UI,תאריך תפוגה של אישורים,Credentials expiration date
USERS$CREDENTIALS_EXPIRATION_DATE_HELP_TEXT,UI,תאריך פג תוקף האישורים,Date when credentials will expire
USERS$EDIT_USER,UI,ערוך משתמש,Edit user
USERS$EMAIL,UI,אימייל,Email
USERS$EMAIL_COLON,UI,אימייל:,Email:
USERS$EMAIL_INVALID,UI,"כתובת דוא""ל לא חוקית",Invalid email address
USERS$EMAIL_REQUIRED,UI,"נדרש דוא""ל",Email is required
USERS$ENABLED,UI,מופעל,Enabled
USERS$ENABLE_USER,UI,אפשר משתמש,Enable user
USER_SETTINGS$EDIT_SETTINGS,UI,ערוך את הגדרות המשתמש,Edit user settings
USER_SETTINGS$EMPLOYMENT_TYPE,UI,סוג העסקה,Employment type
USER_SETTINGS$EMPLOYMENT_TYPE_REQUIRED,UI,סוג התעסוקה נדרש,Employment type is required
USER_SETTINGS$NAME,UI,שם,Name:
USER_SETTINGS$RATE,UI,ציון,Rate
USER_SETTINGS$RATE_COLON,UI,ציון:,Rate:
USER_SETTINGS$RATES,UI,שיעורי משתמשים,User rates
USER_SETTINGS$RATE_TYPE,UI,סוג הדירוג,Rate type
USER_SETTINGS$RATE_TYPE_COLON,UI,סוג הדירוג:,Rate type:
USER_SETTINGS$TITLE,UI,הגדרות משתמש,User settings
USERS$EXPIRATION_DATE,UI,תאריך תפוגה,Expiration date
USERS$EXPIRATION_DATE_HELP_TEXT,UI,תאריך תפוג החשבון,Date when account will expire
USERS$EXPIRED_USER,UI,משתמש שפג תוקפו,Expired user
USERS$EXPIRED_USER_CREDENTIALS,UI,תעודות משתמש שפג תוקפן,Expired user credentials
USERS$FIRST_NAME,UI,שם פרטי,First name
USERS$FIRST_NAME_REQUIRED,UI,נדרש שם פרטי,First name is required
USERS$LAST_NAME,UI,שם משפחה,Last name
USERS$LOCK_USER,UI,נעילת משתמש,Lock user
USERS$MOBILE_PHONE,UI,טלפון נייד,Mobile phone
USERS$RESET_PASSWORD_MESSAGE,UI,"איפוס סיסמת משתמש - נקה הפעלות משתמש קיימות ושלח דוא""ל לשינוי סיסמה. שימו לב - כל קריאה של סיסמת איפוס עושה זאת שוב. ולבטל דוא""ל קודם.",Resetting user password - clear existing user sessions and send email to change password. Please note - each call of reset password do it again. And invalidate previous email.
USERS$ROLE,UI,תפקיד,Role
USERS$ROLES,UI,תפקידים,Roles
USERS$ROLES_COLON,UI,תפקידים:,Roles:
USERS$ROLES_REQUIRED,UI,יש להגדיר תפקיד אחד לפחות,At least one role should be defined
USERS$SEARCH_BY_EMAIL,UI,חפש במייל,Search by email
USERS$SEARCH_BY_FIRST_NAME,UI,חפש לפי שם פרטי,Search by first name
USERS$SEARCH_BY_LAST_NAME,UI,חפש לפי שם משפחה,Search by last name
USERS$SEARCH_BY_NAME_OR_EMAIL,UI,חפש לפי שם או אימייל,Search by name or email
USERS$SUCCESSFUL_RESET_PASSWORD,UI,"הסיסמה שלך אופסה בהצלחה. דוא""ל נשלח לדוא""ל:",Your password has been successfully reset. Email has been sent to the email:
USERS$TITLE,UI,משתמשים,Users
USERS$TITLE_FIELD,UI,כותרת,Title
USERS$USER,UI,משתמש,User
USERS$USER_REQUIRED,UI,המשתמש נדרש,User is required
VARIABLE_COSTS$COST_TYPE,UI,סוג עלות,Cost type
VARIABLE_COSTS$COST_TYPE_REQUIRED,UI,סוג עלות נדרש,Cost type is required
VARIABLE_COSTS$CREATE_COST,UI,צור עלות משתנה,Create variable cost
VARIABLE_COSTS$EDIT_COST,UI,ערוך עלות משתנה,Edit variable cost
VARIABLE_COSTS$EQUIPMENT_COST,UI,עלות ציוד,Equipment cost
VARIABLE_COSTS$PERSONNEL_COST,UI,עלות כוח אדם,Personnel cost
VARIABLE_COSTS$TITLE,UI,עלויות משתנים,Variable costs
VENDORS$ALL_VENDORS,UI,כל הספקים,All vendors
VENDORS$CLOUD_VENDOR,UI,מוכר ענן,Cloud vendor
VENDORS$CREATE_VENDOR,UI,צור ספק,Create vendor
VENDORS$EDIT_VENDOR,UI,ערוך ספק,Edit vendor
VENDORS$INDUSTRY,UI,תעשיה,Industry
VENDORS$INTERNAL_QUESTIONS,UI,שאלות ברמה 2,Level 2 Questions
VENDORS$SCORING_QUESTIONS,UI,שאלות ברמה 1,Level 1 Questions
VENDORS$SEARCH_BY_VENDOR,UI,חיפוש לפי ספק,Search by vendor
VENDORS$SERVICE_VENDOR,UI,ספק שירות,Service vendor
VENDORS$SYSTEM_VENDOR,UI,ספק מערכת,System vendor
VENDORS$TECHNOLOGY_VENDOR,UI,ספק טכנולוגיה,Technology vendor
VENDORS$TITLE,UI,פגיעויות,Vendors
VENDORS$VENDOR,UI,צור פגיעות,Vendor
VENDORS$VENDOR_COLON,UI,צור פגיעות:,Vendor:
VENDORS$VENDOR_TYPE,UI,סוג ספק,Vendor type
VULNERABILITIES$CREATE_VULNERABILITY,UI,צור פגיעות,Create vulnerability
VULNERABILITIES$EDIT_VULNERABILITY,UI,ערוך פגיעות,Edit vulnerability
VULNERABILITIES$SCORE,UI,ציון,Score
VULNERABILITIES$TITLE,UI,פגיעויות,Vulnerabilities
VULNERABILITIES$VULNERABILITY,UI,פגיעויות,Vulnerability
WELCOME$DESCRIPTION,UI,אל תהסס להצטרף אלינו,Feel free join to us!
WELCOME$TITLE,UI,נחמד לראות אותך כאן,It's nice to see you here!
CONTROL_MATURITIES$TITLE,UI,"Control maturities","Control maturities"
CONTROL_MATURITIES$WEIGHT,UI,"Weight, %","Weight, %"
CONTROL_MATURITIES$CONTROL_MATURITY,UI,"Control maturity","Control maturity"
CONTROL_MATURITIES$CREATE_MATURITY,UI,"Create control maturity","Create control maturity"
CONTROL_MATURITIES$EDIT_MATURITY,UI,"Edit control maturity","Edit control maturity"
CONTROL_MATURITIES$CONTROL_MATURITY_REQUIRED,UI,"Control maturity is required","Control maturity is required"
